PopNum,NewSiteCode,Latitude,Longitude,range,ecoregion,region,countryORstate,Ann.Mean.Tmp,Mean.Diurn.Rng,Isotherm,Tmp.Seas,Max.Tmp.Wrm.M,Min.Tmp.Cld.M,Tmp.Ann.Rng,Mean.Tmp.Wet.Q,Mean.Tmp.Dry.Q,Mean.Tmp.Wrm.Q,Mean.Tmp.Cld.Q,Ann.Prc,Prc.Wet.M,Prc.Dry.M,Prc.Seas,Prc.Wet.Q,Prc.Dry.Q,Prc.Wrm.Q,Prc.Cld.Q,cmi_max,cmi_mean,cmi_min,cmi_range,gdd0,gdd5,gdd10,gddlgd10,gdgfgd10,gsl,gsp,gst,hurs_max,hurs_mean,hurs_min,hurs_range,ngd0,ngd5,ngd10,npp,pet_penman_max,pet_penman_mean,pet_penman_min,pet_penman_range,rsds_max,rsds_mean,rsds_min,rsds_range,scd,sfcWind_max,sfcWind_mean,sfcWind_min,sfcWind_range,vpd_max,vpd_mean,vpd_min,vpd_range,elev
150,Copeland9,43.47,-119.68,invaded,NORTHAMERICAN_DESERTS,Wrockies,Oregon,2817,121,3.380000114,8260,3025,2668,357,2723,2924,2927,2715,2999,386,116,341,1016,392,465,890,121,-632,-1600,1721,32852,20315,10960,284,126,130,1775,2828,6371,5281,4198,2173,282,219,159,5239,17278,8705,2285,14993,28696,17258,5927,22769,114,3789,3402,2972,816,15101,6581,1879,13222,1398
151,Copeland10,42.77,-118.74,invaded,NORTHAMERICAN_DESERTS,Wrockies,Oregon,2792,113,3.130000114,8616,3002,2640,362,2778,2905,2907,2686,5109,675,147,393,1752,521,733,1448,359,-402,-1531,1890,26715,15916,7919,275,142,141,2141,2858,5843,5060,3907,1936,247,185,134,8367,16744,8102,2069,14676,28872,17280,6072,22800,171,3104,2853,2499,605,14070,5912,1737,12333,1891
152,Davies03,42.68,-118.68,invaded,NORTHAMERICAN_DESERTS,Wrockies,Oregon,2771,112,3.069999933,8713,2980,2616,364,2757,2884,2886,2663,5556,688,153,391,1871,563,762,1617,393,-415,-1639,2032,21879,12341,5442,265,156,127,1545,2857,5887,5156,3964,1923,221,164,110,8977,17895,8599,2368,15527,29280,18016,6906,22374,202,4892,4456,3967,925,12283,5048,1478,10805,2081
153,Downs1,46.38145,-119.430272,invaded,NORTHAMERICAN_DESERTS,Wrockies,Washington,2867,121,3.190000057,9195,3076,2697,379,2754,2976,2985,2748,1982,297,40,478,824,167,246,741,91,-814,-1899,1991,49553,34398,22109,300,80,130,1543,2806,6352,5186,4219,2133,349,270,221,3574,19419,9740,1945,17474,27851,16198,4540,23311,35,3637,3106,2683,955,20702,9430,2299,18403,142
154,Downs2,46.25045,-119.53334,invaded,NORTHAMERICAN_DESERTS,Wrockies,Washington,2851,120,3.359999895,8522,3053,2696,357,2749,2955,2962,2744,2152,326,45,474,889,185,265,814,101,-830,-2020,2121,43778,29091,17587,294,94,139,1496,2803,6223,5050,4146,2077,346,258,201,3860,20641,10033,2103,18537,27222,15103,3488,23734,41,5040,4224,3549,1491,18365,8510,2326,16039,402
155,Downs3,45.9663,-120.3671,invaded,NORTHAMERICAN_DESERTS,Wrockies,Washington,2819,101,3.170000076,7379,3005,2687,318,2734,2914,2916,2728,4724,821,91,552,2127,401,483,1962,548,-557,-1851,2399,32466,19383,9879,283,124,168,2266,2842,6308,5380,4454,1854,308,225,160,7827,19402,9373,2211,17191,28356,16436,4966,23390,116,4508,3929,3389,1119,13127,6222,2035,11092,960
156,Downs4,46.73598,-120.82735,invaded,NORTHAMERICAN_DESERTS,Wrockies,Washington,2814,111,3.210000038,7890,3011,2665,346,2720,2913,2917,2716,4248,749,104,569,1990,401,459,1785,498,-564,-1737,2235,31856,19334,9934,282,124,146,1853,2847,6263,5514,4806,1457,283,220,159,7141,18524,9070,2152,16372,27405,16334,5299,22106,134,4331,3493,2671,1660,12183,5878,1847,10336,634
157,Eshleman1,42.9,-107.71,invaded,NORTHAMERICAN_DESERTS,Wrockies,Wyoming,2808,126,3.140000105,9749,3031,2630,401,2852,2697,2939,2686,2325,450,67,541,1010,256,620,257,-175,-747,-1619,1444,32323,20804,11942,279,127,82,1910,2823,5602,5040,4333,1269,256,203,153,4148,17980,9346,2512,15467,28309,18384,7533,20776,123,3971,3730,3289,682,15665,6676,1873,13792,1781
158,Fleishman1,38.47,-119.49,invaded,NORTHAMERICAN_DESERTS,Wrockies,California,2802,134,3.930000067,7463,2996,2655,341,2712,2900,2901,2712,4132,671,125,581,1833,378,419,1833,274,-683,-1732,2006,27489,15980,7674,281,142,120,1376,2847,5589,5155,4602,987,273,192,140,6971,18563,10166,3299,15265,29761,20255,9065,20696,156,3018,2854,2686,332,11564,5691,2277,9287,2039
159,Fleishman3,38.58,-118.83,invaded,NORTHAMERICAN_DESERTS,Wrockies,Nevada,2791,115,3.130000114,8913,2987,2619,368,2774,2904,2907,2679,2364,267,103,254,753,361,442,658,-10,-619,-1416,1406,26931,16263,8153,277,140,92,1162,2840,5076,4490,3660,1416,243,186,138,4212,15609,8098,2239,13370,29721,19471,8228,21493,159,2733,2376,2171,562,14427,6394,2041,12386,2564
160,Fleishman5,39.12,-117.27,invaded,NORTHAMERICAN_DESERTS,Wrockies,Nevada,2797,111,2.920000076,9620,3003,2623,380,2779,2920,2924,2678,2354,299,126,220,755,445,508,577,-26,-670,-1502,1476,29442,18669,10271,280,135,90,1329,2843,5432,4625,3590,1842,243,189,146,4196,16482,8619,2197,14286,29216,19218,8196,21020,154,2213,1893,1555,658,16359,6864,1856,14503,2409
161,Fleishman7,39.17,-117.44,invaded,NORTHAMERICAN_DESERTS,Wrockies,Nevada,2790,114,3.019999981,9453,2997,2619,378,2826,2912,2916,2674,2448,330,135,230,787,501,575,566,-64,-670,-1448,1384,27477,17083,9053,277,139,91,1355,2845,5394,4595,3549,1845,236,183,139,4350,16155,8692,2498,13658,29366,20157,9569,19797,159,1957,1733,1533,424,15663,6547,1839,13824,2568
162,Getts1,41.17,-120.5,invaded,WESTERN_CORDILLERA,Wrockies,California,2820,120,3.390000105,8246,3026,2673,353,2730,2928,2930,2721,3471,470,61,467,1292,274,347,1184,189,-661,-1799,1989,33337,20865,11609,288,128,136,1858,2836,6257,5296,4249,2008,288,213,161,5976,18597,9393,2595,16002,29084,18120,6634,22450,120,3328,3052,2714,614,15055,6654,2025,13030,1512
163,Getts3,40.43,-120.67,invaded,WESTERN_CORDILLERA,Wrockies,California,2838,121,3.380000114,8177,3045,2689,356,2748,2944,2946,2738,3869,618,39,650,1748,194,227,1732,324,-694,-1864,2187,38921,24869,14520,296,118,174,2248,2823,6563,5422,4400,2163,339,240,179,6580,19192,10015,2669,16524,29570,19121,7641,21929,68,2360,2106,1877,483,15993,7247,2151,13842,1375
164,Getts4,41.71,-120.28,invaded,WESTERN_CORDILLERA,Wrockies,California,2759,111,3.160000086,8352,2958,2607,351,2667,2868,2869,2657,7618,1175,115,520,3079,489,687,2774,890,-220,-1647,2538,18953,10058,3695,260,163,127,1060,2846,5924,5167,4045,1879,203,154,98,8141,17594,8299,2173,15421,29740,17989,6456,23284,234,4689,4331,3993,695,10612,4546,1434,9178,2232
165,Holdrege1,41.61,-111.57,invaded,WESTERN_CORDILLERA,Wrockies,Utah,2802,120,3.180000067,8915,3009,2633,376,2788,2916,2921,2692,3835,444,176,215,1170,691,692,972,116,-588,-1546,1662,29507,18191,9761,279,136,135,2143,2849,6191,5451,4682,1509,256,194,144,6529,17178,8976,2109,15068,28639,19222,8343,20296,149,1232,1153,1055,177,13109,5742,1631,11478,1806
166,Hufft1,38.6701,-108.3286,invaded,NORTHAMERICAN_DESERTS,Wrockies,Colorado,2830,139,3.569999933,8993,3037,2647,390,2895,2714,2947,2714,2978,391,142,343,1112,469,885,469,-127,-739,-1560,1432,37722,24718,14440,291,112,103,2401,2832,5845,5185,4336,1509,288,232,180,5206,17361,9800,2886,14475,28549,19303,9419,19130,96,3029,2526,2172,857,15093,7172,2126,12967,1887
167,Hufft2,39.547444,-105.102111,invaded,GREAT_PLAINS,Erockies,Colorado,2820,149,3.970000029,8522,3025,2650,375,2860,2714,2932,2714,4826,654,162,402,1737,597,1577,597,-32,-514,-1138,1106,34183,21712,12150,287,122,147,3874,2848,5447,5315,5133,314,279,219,166,7972,16519,9039,2499,14020,26347,18444,9241,17106,106,2364,2161,1875,489,12566,6225,2344,10222,1734
168,JackieOtt1,43.65,-102.97,invaded,GREAT_PLAINS,Erockies,South_Dakota,2825,128,3.299999952,9610,3044,2657,387,2923,2705,2952,2705,4183,819,84,647,1989,294,1542,294,-163,-584,-1335,1172,36788,24510,14658,287,114,127,3700,2850,5502,5304,5073,429,271,221,174,7046,17991,9232,2504,15487,25205,16590,7163,18042,114,4095,3651,3326,769,14471,6771,2264,12207,889
169,JackieOtt2,43.71,-102.32,invaded,GREAT_PLAINS,Erockies,South_Dakota,2825,123,3.099999905,10060,3048,2651,397,2927,2698,2957,2698,4466,787,99,606,2061,328,1699,328,-196,-649,-1460,1265,37211,25098,15285,287,114,135,3869,2858,5667,5399,5115,552,266,219,174,7458,19756,10111,2917,16839,25431,16313,6744,18687,117,5435,4944,4461,974,14754,6757,2042,12712,790
170,JackieOtt5,43.78,-102.61,invaded,GREAT_PLAINS,Erockies,South_Dakota,2819,127,3.210000038,9896,3042,2647,395,2920,2695,2949,2695,4379,823,97,615,2015,322,1586,322,-173,-610,-1440,1266,35491,23620,14069,284,117,130,3792,2855,5603,5333,5056,547,262,214,168,7332,19102,9657,2694,16408,25317,16183,6697,18620,121,5414,4848,4377,1037,14263,6566,2052,12211,886
171,JackieOtt6,43.84,-101.94,invaded,GREAT_PLAINS,Erockies,South_Dakota,2822,121,3.019999981,10176,3045,2646,399,2926,2693,2955,2693,4938,842,112,601,2312,384,1914,384,-172,-602,-1397,1225,36723,24749,15013,286,115,150,4217,2866,5738,5432,5107,631,263,217,172,8129,19957,10022,2805,17152,25324,16098,6667,18657,121,5541,5089,4574,966,14564,6650,1942,12622,783
172,JackieOtt7,43.82,-101.94,invaded,GREAT_PLAINS,Erockies,South_Dakota,2823,120,3.019999981,10171,3046,2647,399,2927,2694,2956,2694,4983,847,114,598,2325,390,1926,390,-166,-592,-1377,1211,36869,24873,15137,286,115,152,4267,2865,5738,5433,5108,630,263,217,172,8192,19810,9953,2767,17043,25345,16152,6726,18619,122,5398,4959,4456,942,14610,6676,1953,12657,778
173,Lavin1,44.68,-109.07,invaded,NORTHAMERICAN_DESERTS,Wrockies,Wyoming,2781,140,3.460000038,9470,3002,2599,403,2876,2661,2906,2661,2660,521,78,594,1238,261,916,261,-152,-640,-1450,1297,25581,15302,7588,268,140,91,2031,2828,5349,5133,4685,664,232,179,129,4696,17320,8548,2278,15042,26455,16693,6184,20271,157,4399,4066,3787,612,11732,5262,1601,10131,1729
174,Lavin2,45.67,-111.03,invaded,WESTERN_CORDILLERA,Wrockies,Montana,2790,128,3.420000076,8612,3000,2626,374,2828,2684,2905,2684,5350,871,229,461,2294,726,1659,726,57,-362,-1200,1257,26213,15550,7636,271,138,168,3547,2854,5990,5563,5095,895,244,183,134,8698,16159,7908,1845,14314,26899,16691,5863,21036,158,2809,2585,2263,546,10855,4988,1611,9244,1489
175,Lee1,36.82340833,-116.0163889,invaded,NORTHAMERICAN_DESERTS,Wrockies,Nevada,2908,128,3.569999933,8688,3095,2737,358,2798,2950,3021,2798,1319,211,29,433,522,171,246,522,-259,-1074,-1911,1652,64420,46170,30981,323,59,52,1290,2836,5004,4250,3618,1386,365,365,265,2429,19804,11806,4092,15712,30610,20783,10061,20549,0,3055,2638,2429,625,27490,13711,4710,22780,1052
176,Lee2,35.3984,-115.7845,invaded,NORTHAMERICAN_DESERTS,Wrockies,California,2894,125,3.730000019,7953,3072,2737,335,2796,2928,2998,2796,2332,290,40,419,782,237,618,782,-215,-1099,-2050,1835,59361,41111,26269,319,67,88,2292,2840,4510,3975,3399,1111,365,365,253,4159,21279,12880,4974,16305,31010,21124,10545,20465,0,4122,3513,3139,983,24366,12786,5039,19327,1249
177,Lee3,36.5247,-115.8987,invaded,NORTHAMERICAN_DESERTS,Wrockies,Nevada,2888,119,3.519999981,8308,3069,2731,338,2784,2927,2997,2784,2828,403,50,462,1006,291,773,1006,-110,-959,-1940,1829,57236,39257,25396,315,73,111,2778,2829,4735,4153,3563,1172,365,323,243,4967,20280,11865,4105,16175,30740,20531,9668,21072,0,3642,3127,2748,894,23650,12106,4540,19110,1279
178,Lee4,35.4564,-115.52,invaded,NORTHAMERICAN_DESERTS,Wrockies,California,2880,119,3.640000105,7932,3057,2730,327,2979,2915,2984,2782,2860,399,59,443,1038,287,852,904,-82,-973,-1996,1914,54373,36434,22918,313,80,116,2801,2828,4641,4041,3364,1277,365,320,234,5018,20646,12050,4117,16529,30837,20097,9123,21714,0,4609,3862,3396,1214,22227,11635,4563,17664,1497
179,Lee5,35.3153,-115.5544,invaded,NORTHAMERICAN_DESERTS,Wrockies,California,2879,114,3.559999943,7833,3051,2731,320,2977,2912,2981,2782,3008,429,57,453,1120,298,908,926,-153,-1019,-2010,1857,53854,35913,22448,313,81,121,2951,2830,4644,4095,3483,1161,365,320,233,5253,20930,12630,4885,16046,30993,20952,10372,20621,0,4566,3916,3573,993,21450,11358,4570,16880,1575
180,Leger1,39.49,-119.84,invaded,NORTHAMERICAN_DESERTS,Wrockies,Nevada,2841,127,3.539999962,8104,3046,2688,358,2743,2948,2948,2743,2985,493,57,627,1394,226,226,1394,134,-747,-1750,1883,40206,25675,15048,297,115,158,2291,2792,6082,5187,4317,1765,365,247,183,5217,18067,9860,2934,15133,29377,19371,8034,21343,0,2456,2179,1979,477,16453,7661,2517,13936,1466
181,Maron1,46.68,-114.03,invaded,WESTERN_CORDILLERA,Wrockies,Montana,2818,128,3.349999905,8560,3024,2642,382,2855,2735,2930,2710,3091,411,188,274,1064,631,834,687,41,-611,-1547,1588,33546,21060,11504,283,121,124,2146,2833,5959,5426,4804,1155,277,221,163,5385,17393,8587,2068,15325,26513,16041,5466,21047,115,2434,2261,2081,353,13484,6204,1918,11566,1036
182,Maron2,46.64,-113.23,invaded,WESTERN_CORDILLERA,Wrockies,Montana,2789,127,3.329999924,8746,2996,2613,383,2875,2679,2903,2679,3474,572,168,433,1419,531,1215,531,-3,-524,-1333,1330,26234,15533,7508,271,137,120,2401,2839,6336,5687,5071,1265,244,186,135,5981,16480,8035,1867,14613,26482,16222,5629,20853,152,2980,2777,2509,471,10800,4898,1378,9422,1346
183,Porensky1,43.24,-105.18,invaded,GREAT_PLAINS,Erockies,Wyoming,2818,125,3.24000001,9326,3045,2658,387,2858,2705,2945,2705,3302,625,77,575,1513,306,1074,306,-222,-712,-1533,1311,34210,22204,12993,281,123,108,2811,2832,5446,5158,4691,755,267,211,159,5715,18708,9794,3228,15480,26809,17351,7279,19530,116,5802,4917,4085,1717,15244,6738,2237,13007,1419
184,Porensky12,43.55,-105.1,invaded,GREAT_PLAINS,Erockies,Wyoming,2805,126,3.25,9337,3032,2644,388,2846,2691,2931,2691,4031,744,85,571,1821,351,1355,351,-211,-658,-1496,1285,30774,19513,10919,276,129,129,3316,2842,5402,5124,4671,731,253,197,148,6822,19248,9833,3286,15962,26669,16891,6875,19794,137,6524,5700,4807,1716,14065,6217,2074,11991,1545
185,Porensky17,43.34,-105.13,invaded,GREAT_PLAINS,Erockies,Wyoming,2817,126,3.25999999,9312,3043,2657,386,2857,2703,2943,2703,3437,644,74,579,1570,305,1148,305,-238,-727,-1566,1328,33798,21868,12705,281,123,113,2894,2836,5418,5142,4701,717,267,210,159,5924,19303,10046,3385,15918,26764,17125,7036,19728,117,6194,5292,4412,1782,15030,6680,2234,12796,1427
186,Porensky30,40.63,-105.27,invaded,WESTERN_CORDILLERA,Wrockies,Colorado,2791,134,3.799999952,8088,2990,2637,353,2827,2691,2899,2691,5010,811,123,489,1985,503,1668,503,-6,-420,-1003,997,25686,14929,7000,271,139,155,3605,2849,5322,5138,5033,289,247,184,133,8229,15912,8239,2070,13842,26067,17620,8029,18038,149,2686,2325,1848,838,10479,5200,2169,8310,2113
187,Pyke21,47.61803776,-119.6830115,invaded,NORTHAMERICAN_DESERTS,Wrockies,Washington,2832,101,2.660000086,9456,3035,2656,379,2715,2946,2951,2708,2574,399,76,434,1036,296,405,950,254,-608,-1594,1849,39009,26020,15422,289,104,124,1431,2843,7039,5550,4472,2567,284,237,186,4556,16998,8146,1311,15688,27531,15971,4438,23093,113,2918,2456,1955,963,16047,7208,1370,14677,617
188,Pyke3,44.60456358,-120.1924183,invaded,WESTERN_CORDILLERA,Wrockies,Oregon,2833,121,3.599999905,7556,3030,2693,337,2861,2932,2933,2740,3115,393,131,304,1007,432,581,843,55,-573,-1429,1484,37404,23150,12598,291,115,167,2557,2805,6105,5428,4675,1430,345,247,177,5422,15765,8215,2498,13266,27532,16321,5461,22071,46,2523,2351,2075,448,14090,6729,2397,11693,772
189,Pyke8,46.74830998,-119.361636,invaded,NORTHAMERICAN_DESERTS,Wrockies,Washington,2859,117,3.150000095,8977,3065,2693,372,2749,2966,2974,2743,2147,338,47,483,916,200,267,799,148,-743,-1780,1928,46701,31953,20009,298,86,134,1423,2817,6360,5138,4185,2175,337,264,213,3852,18413,9168,1762,16651,27918,16295,4642,23276,54,3278,2855,2513,766,19387,8971,2207,17180,240
190,Pyle1,42.35,-118.65,invaded,NORTHAMERICAN_DESERTS,Wrockies,Oregon,2840,118,3.170000076,8918,3051,2679,372,2739,2955,2959,2729,2217,296,52,401,769,224,273,718,-9,-787,-1771,1762,40454,26798,16057,294,111,112,1447,2816,6089,5050,4009,2080,308,245,184,3968,18215,9644,2840,15375,29010,18221,6879,22131,87,3436,3091,2697,739,18935,8154,2291,16644,1315
191,Pyle9,43.42,-119.62,invaded,NORTHAMERICAN_DESERTS,Wrockies,Oregon,2820,120,3.359999895,8298,3027,2670,357,2725,2927,2930,2717,2922,375,114,342,980,380,453,858,112,-637,-1600,1712,33666,20975,11443,285,124,130,1831,2826,6306,5259,4220,2086,285,223,162,5117,17226,8686,2260,14966,28696,17261,5902,22794,111,3685,3301,2878,807,15317,6706,1942,13375,1366
192,Pyle10,43.19,-120,invaded,NORTHAMERICAN_DESERTS,Wrockies,Oregon,2826,121,3.390000105,8248,3031,2674,357,2813,2933,2935,2724,2336,303,108,303,763,349,403,623,7,-676,-1563,1570,35299,22230,12388,288,121,109,1558,2813,6247,5270,4337,1910,297,230,168,4166,16743,8621,2279,14465,28737,17569,6239,22498,98,3208,2862,2466,742,15500,6903,2080,13420,1335
193,Pyle12,43.24,-120.4,invaded,NORTHAMERICAN_DESERTS,Wrockies,Oregon,2824,123,3.460000038,8120,3030,2675,355,2812,2930,2931,2724,2381,301,107,303,747,355,404,683,22,-698,-1630,1653,34624,21601,11866,287,123,113,1540,2814,6291,5302,4352,1939,296,228,165,4240,17440,8878,2345,15095,28606,17438,6208,22398,100,3442,3052,2654,788,15083,6758,2049,13034,1312
194,Pyle15,43.8,-119,invaded,WESTERN_CORDILLERA,Wrockies,Oregon,2793,121,3.339999914,8222,3005,2643,362,2700,2900,2902,2692,4779,647,147,369,1676,538,738,1555,449,-380,-1434,1883,26371,15418,7402,274,142,134,2074,2854,6354,5351,4225,2129,251,187,133,7905,16184,7605,1496,14687,28472,16933,5696,22776,169,2515,2240,2043,472,12777,5527,1567,11210,1609
195,Pyle17,44.36,-118.93,invaded,WESTERN_CORDILLERA,Wrockies,Oregon,2782,122,3.480000019,7725,2986,2637,349,2695,2884,2884,2689,4793,563,159,330,1568,587,807,1410,312,-411,-1460,1772,22883,12714,5399,269,153,131,1805,2851,6056,5432,4542,1514,239,173,117,7925,16511,7942,2139,14372,27595,16381,5352,22243,186,3989,3728,3313,676,10635,4848,1640,8995,1346
196,Pyle19,44.57,-119.65,invaded,WESTERN_CORDILLERA,Wrockies,Oregon,2842,125,3.5,8132,3047,2689,358,2834,2947,2948,2739,2751,361,101,343,891,341,487,774,50,-630,-1531,1580,40540,26207,15064,295,107,141,2134,2811,6281,5468,4660,1621,338,254,189,4843,16487,8494,2330,14158,27529,16455,5708,21821,56,2508,2337,2085,423,15527,7226,2294,13233,777
197,Reed1,38.52,-109.47,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2867,132,3.289999962,9679,3075,2674,401,2934,2742,2993,2742,2932,374,158,246,986,567,740,567,-101,-831,-1717,1616,49764,34934,22791,303,88,102,2585,2833,5635,4762,3834,1801,334,268,216,5133,18770,10675,3097,15673,29852,20051,9614,20238,46,3383,2765,2255,1128,22085,10169,2684,19401,1428
198,Reed3,38.75,-109.79,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2869,134,3.309999943,9777,3078,2675,403,2935,2972,2997,2744,2057,295,88,302,741,397,448,427,-152,-933,-1857,1705,50367,35489,23309,302,84,75,1817,2827,5417,4554,3729,1688,336,268,219,3701,19601,10988,2931,16670,30241,20040,9238,21003,41,3231,2555,1986,1245,23338,10669,2835,20503,1423
200,Schupp1,39.85,-112.15,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2828,120,2.970000029,10112,3047,2643,404,2816,2962,2962,2700,4471,502,217,257,1466,722,722,1106,84,-608,-1634,1717,38100,25650,15743,289,117,152,2793,2863,5831,4952,3913,1918,273,225,173,7465,18431,9665,2643,15788,29092,19105,8497,20595,127,2814,2389,1925,889,19466,8002,1938,17528,1727
201,Schupp2,40.2,-112.46,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2835,106,2.730000019,9810,3048,2659,389,2825,2959,2966,2711,4239,468,255,204,1358,794,796,1052,117,-540,-1394,1511,39911,26939,16592,292,113,161,2783,2857,6108,5080,4079,2029,284,235,180,7128,16435,8806,2284,14151,28869,18999,8346,20523,110,2033,1797,1497,536,19462,8116,1984,17478,1661
202,Schupp3,38.6,-113.79,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2848,120,3.119999886,9505,3052,2669,383,2918,2739,2974,2728,2206,255,135,203,693,426,538,464,-141,-842,-1673,1532,43175,29460,18494,296,105,84,1786,2827,5653,4773,3960,1693,308,247,192,3950,18437,10204,2912,15525,29553,19769,9245,20308,71,2878,2463,2068,810,20398,9050,2529,17869,1718
203,Schupp4,38.52,-113.55,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2826,119,3.119999886,9484,3031,2651,380,2896,2718,2952,2707,3139,400,178,256,1037,575,865,598,-157,-834,-1662,1505,36941,24395,14575,287,117,116,2307,2841,5401,4519,3596,1805,278,224,171,5460,19380,10871,3571,15809,29748,20737,10798,18950,106,3925,3363,2851,1074,18866,8276,2301,16565,2067
204,Schupp5,39.11,-112.74,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2862,128,3.230000019,9779,3076,2679,397,2855,2992,2992,2739,2386,298,107,284,770,373,373,543,-122,-921,-1977,1855,47804,33357,21584,299,92,93,1983,2820,5381,4566,3723,1658,332,260,208,4248,20799,11102,3016,17783,29888,19609,8629,21259,56,3515,3026,2513,1003,23884,10344,2863,21021,1402
205,Shriver2,48,-114.04,invaded,WESTERN_CORDILLERA,Wrockies,Montana,2810,81,2.650000095,7602,2984,2680,304,2834,2912,2912,2718,7257,1016,417,280,2420,1460,1460,1643,529,-105,-1116,1645,30101,17957,8961,283,133,224,4841,2859,6626,5839,5124,1502,278,209,151,11146,15589,6869,1071,14518,25909,15010,4200,21709,135,2939,2731,2562,378,11233,5272,1900,9333,1061
206,Symstad1,44.59,-104.71,invaded,WESTERN_CORDILLERA,Wrockies,Wyoming,2805,119,3.119999886,9419,3023,2642,381,2899,2687,2930,2687,4778,782,149,538,2135,485,1745,485,-99,-549,-1320,1221,31012,19709,10956,278,127,157,3799,2855,5832,5438,4959,873,253,199,152,7904,18626,9357,2623,16003,26170,16891,6905,19265,141,4948,4660,4070,878,12894,5838,1834,11060,1229
207,Symstad2,43.87,-103.46,invaded,WESTERN_CORDILLERA,Wrockies,South_Dakota,2793,113,3.299999952,8393,2991,2650,341,2879,2691,2907,2691,5305,1049,88,666,2598,353,2114,353,-48,-335,-864,816,26665,15894,7879,272,137,180,4313,2853,5536,5381,5206,330,246,186,136,8637,15614,7641,1548,14067,24546,16256,7079,17467,147,2661,2386,1980,681,10425,5126,2105,8320,1551
208,Symstad3,43.62,-103.47,invaded,WESTERN_CORDILLERA,Wrockies,South_Dakota,2802,120,3.339999914,8773,3008,2648,360,2891,2693,2919,2693,5335,1004,98,656,2622,381,2182,381,-124,-428,-975,851,29351,18110,9566,276,130,166,4556,2854,5445,5331,5148,297,253,196,147,8678,16926,8594,2384,14542,24793,16315,7027,17766,129,3872,3537,3048,824,11487,5560,2132,9355,1365
209,Symstad4,43.71,-102.58,invaded,GREAT_PLAINS,Erockies,South_Dakota,2818,126,3.210000038,9853,3041,2647,394,2919,2695,2948,2695,4325,794,96,610,1985,319,1584,319,-191,-637,-1476,1285,35275,23411,13899,284,117,129,3745,2854,5544,5296,5036,508,262,214,168,7254,19474,9881,2853,16621,25298,16011,6462,18836,121,5812,5223,4725,1087,14209,6564,2076,12133,911
210,Symstad5,43.7,-102.58,invaded,GREAT_PLAINS,Erockies,South_Dakota,2817,126,3.220000029,9827,3038,2646,392,2917,2693,2946,2693,4327,793,96,610,1986,319,1586,319,-211,-662,-1512,1302,34722,22954,13535,283,119,131,3747,2855,5496,5260,5009,487,259,212,165,7257,19849,10136,3054,16796,25372,16163,6658,18714,122,6174,5551,5023,1151,14085,6519,2082,12003,911
211,Symstad6,41.83,-103.71,invaded,GREAT_PLAINS,Erockies,Nebraska,2829,133,3.549999952,8907,3043,2669,374,2921,2719,2948,2719,4299,781,79,628,1992,319,1725,319,-219,-664,-1435,1215,36829,24072,14129,286,115,121,3874,2847,5334,5172,5011,323,284,228,172,7216,18948,10099,3322,15627,26112,17034,7368,18744,93,4928,4456,3790,1138,14382,6907,2516,11866,1256
212,Urza1,40.35,-119.34,invaded,NORTHAMERICAN_DESERTS,Wrockies,Nevada,2860,107,2.99000001,8729,3057,2700,357,2759,2972,2975,2751,1752,222,43,389,629,186,234,580,-74,-850,-1798,1724,47085,31591,19613,303,97,97,1607,2789,6101,4806,3666,2435,365,269,207,3182,18410,9911,2641,15769,29856,19441,7962,21894,0,2890,2320,1731,1158,21883,9677,2637,19246,1291
213,Urza2,40.84,-119.56,invaded,NORTHAMERICAN_DESERTS,Wrockies,Nevada,2842,113,3.049999952,9087,3046,2675,371,2738,2958,2962,2729,2007,256,52,422,750,185,284,691,2,-755,-1678,1680,41235,27557,16781,296,111,103,1264,2815,6298,5027,3926,2372,308,245,186,3616,17297,9166,2329,14969,29577,18968,7416,22161,84,2589,2139,1624,965,19437,8425,2135,17302,1428
214,Urza3,41.6,-120.2,invaded,NORTHAMERICAN_DESERTS,Wrockies,California,2820,116,3.24000001,8468,3022,2664,358,2726,2930,2931,2717,4770,724,68,515,1922,307,439,1744,476,-530,-1767,2243,33670,21278,11908,288,126,145,2174,2855,6720,5576,4549,2171,283,214,163,7892,18337,9124,2110,16227,29180,17984,6293,22887,131,2619,2432,2256,364,14387,6350,1712,12675,1494
215,Wilcox1,41.32,-105.54,invaded,NORTHAMERICAN_DESERTS,Wrockies,Wyoming,2782,130,3.5,8592,2992,2622,370,2869,2677,2898,2677,3176,502,86,511,1345,307,1171,307,-171,-623,-1251,1081,24300,14214,6716,269,144,104,2300,2833,5556,5258,4852,704,233,173,126,5518,16249,8783,2782,13467,27019,18392,8492,18527,155,4936,4095,3076,1860,10924,5023,1757,9167,2257
